,call_sign,ID,coef,d/n,max_speed,max_dir,avg_speed,avg_dir,month
19192,14737KABE,ABE2001121616172117,0.052000000000000005,D,140.0,2.0,139.0,4.0,12
19193,14737KABE,ABE2001121616182118,0.053,D,156.0,2.0,170.0,3.0,12
19194,14737KABE,ABE2001121616192119,0.053,D,178.0,2.0,180.0,2.0,12
19419,14737KABE,ABE2001121620040104,0.071,N,106.0,2.0,117.0,2.0,12
19422,14737KABE,ABE2001121620070107,0.071,N,109.0,2.0,109.0,2.0,12
19423,14737KABE,ABE2001121620080108,0.07,N,111.0,1.0,118.0,2.0,12
19430,14737KABE,ABE2001121620150115,0.069,N,105.0,2.0,110.0,2.0,12
19431,14737KABE,ABE2001121620160116,0.069,N,112.0,1.0,118.0,1.0,12
19432,14737KABE,ABE2001121620170117,0.069,N,124.0,1.0,123.0,2.0,12
19433,14737KABE,ABE2001121620180118,0.07,N,131.0,2.0,131.0,2.0,12
19434,14737KABE,ABE2001121620190119,0.069,N,139.0,2.0,143.0,2.0,12
19435,14737KABE,ABE2001121620200120,0.07,N,142.0,2.0,142.0,2.0,12
19436,14737KABE,ABE2001121620210121,0.068,N,130.0,2.0,133.0,3.0,12
19437,14737KABE,ABE2001121620220122,0.066,N,131.0,2.0,126.0,2.0,12
19438,14737KABE,ABE2001121620230123,0.068,N,125.0,2.0,114.0,2.0,12
19439,14737KABE,ABE2001121620240124,0.068,N,110.0,2.0,103.0,2.0,12
19440,14737KABE,ABE2001121620250125,0.068,N,110.0,2.0,106.0,2.0,12
19441,14737KABE,ABE2001121620260126,0.068,N,108.0,2.0,101.0,2.0,12
19447,14737KABE,ABE2001121620320132,0.069,N,101.0,2.0,117.0,2.0,12
19448,14737KABE,ABE2001121620330133,0.068,N,107.0,2.0,113.0,2.0,12
19449,14737KABE,ABE2001121620340134,0.068,N,111.0,2.0,118.0,2.0,12
19450,14737KABE,ABE2001121620350135,0.068,N,114.0,2.0,115.0,2.0,12
19451,14737KABE,ABE2001121620360136,0.067,N,117.0,2.0,111.0,3.0,12
19452,14737KABE,ABE2001121620370137,0.067,N,118.0,2.0,130.0,2.0,12
19453,14737KABE,ABE2001121620380138,0.066,N,120.0,2.0,116.0,2.0,12
19454,14737KABE,ABE2001121620390139,0.067,N,121.0,2.0,118.0,3.0,12
19455,14737KABE,ABE2001121620400140,0.067,N,125.0,2.0,123.0,3.0,12
19456,14737KABE,ABE2001121620410141,0.068,N,127.0,2.0,132.0,3.0,12
19457,14737KABE,ABE2001121620420142,0.067,N,130.0,2.0,126.0,3.0,12
19458,14737KABE,ABE2001121620430143,0.07,N,124.0,2.0,117.0,2.0,12
19465,14737KABE,ABE2001121620500150,0.071,N,104.0,2.0,114.0,2.0,12
19466,14737KABE,ABE2001121620510151,0.071,N,107.0,2.0,106.0,2.0,12
19478,14737KABE,ABE2001121621030203,0.07,N,100.0,1.0,115.0,1.0,12
19483,14737KABE,ABE2001121621080208,0.07200000000000001,N,100.0,0.0,104.0,1.0,12
19504,14737KABE,ABE2001121621290229,0.07400000000000001,N,107.0,1.0,118.0,1.0,12
19505,14737KABE,ABE2001121621300230,0.07400000000000001,N,118.0,1.0,129.0,1.0,12
19506,14737KABE,ABE2001121621310231,0.073,N,136.0,1.0,163.0,1.0,12
19507,14737KABE,ABE2001121621320232,0.073,N,153.0,1.0,165.0,1.0,12
19508,14737KABE,ABE2001121621330233,0.07400000000000001,N,161.0,1.0,163.0,2.0,12
19509,14737KABE,ABE2001121621340234,0.073,N,162.0,1.0,164.0,2.0,12
19510,14737KABE,ABE2001121621350235,0.075,N,164.0,2.0,165.0,2.0,12
19511,14737KABE,ABE2001121621360236,0.079,N,164.0,2.0,175.0,2.0,12
19512,14737KABE,ABE2001121621370237,0.08,N,170.0,2.0,170.0,2.0,12
19513,14737KABE,ABE2001121621380238,0.078,N,180.0,2.0,184.0,2.0,12
19514,14737KABE,ABE2001121621390239,0.078,N,182.0,2.0,178.0,2.0,12
19515,14737KABE,ABE2001121621400240,0.078,N,173.0,2.0,165.0,2.0,12
19516,14737KABE,ABE2001121621410241,0.078,N,170.0,1.0,180.0,1.0,12
19517,14737KABE,ABE2001121621420242,0.077,N,176.0,1.0,182.0,2.0,12
19518,14737KABE,ABE2001121621430243,0.076,N,181.0,2.0,179.0,2.0,12
19519,14737KABE,ABE2001121621440244,0.077,N,173.0,2.0,159.0,2.0,12
19520,14737KABE,ABE2001121621450245,0.075,N,159.0,2.0,152.0,2.0,12
19521,14737KABE,ABE2001121621460246,0.075,N,153.0,2.0,170.0,2.0,12
19522,14737KABE,ABE2001121621470247,0.075,N,152.0,2.0,152.0,2.0,12
19523,14737KABE,ABE2001121621480248,0.076,N,148.0,1.0,146.0,1.0,12
19524,14737KABE,ABE2001121621490249,0.076,N,147.0,1.0,141.0,2.0,12
19525,14737KABE,ABE2001121621500250,0.075,N,146.0,2.0,135.0,2.0,12
19526,14737KABE,ABE2001121621510251,0.076,N,138.0,2.0,124.0,2.0,12
19527,14737KABE,ABE2001121621520252,0.075,N,127.0,2.0,121.0,3.0,12
19528,14737KABE,ABE2001121621530253,0.075,N,120.0,2.0,108.0,3.0,12
19529,14737KABE,ABE2001121621540254,0.075,N,120.0,3.0,123.0,3.0,12
19530,14737KABE,ABE2001121621550255,0.07400000000000001,N,124.0,2.0,120.0,2.0,12
19531,14737KABE,ABE2001121621560256,0.076,N,124.0,2.0,137.0,2.0,12
19532,14737KABE,ABE2001121621570257,0.07400000000000001,N,127.0,2.0,137.0,2.0,12
19533,14737KABE,ABE2001121621580258,0.076,N,139.0,2.0,151.0,2.0,12
19534,14737KABE,ABE2001121621590259,0.075,N,149.0,2.0,151.0,3.0,12
19535,14737KABE,ABE2001121622000300,0.075,N,156.0,2.0,160.0,3.0,12
19536,14737KABE,ABE2001121622010301,0.076,N,168.0,3.0,176.0,3.0,12
19537,14737KABE,ABE2001121622020302,0.075,N,176.0,3.0,179.0,3.0,12
19538,14737KABE,ABE2001121622030303,0.077,N,181.0,3.0,183.0,4.0,12
19539,14737KABE,ABE2001121622040304,0.07400000000000001,N,182.0,3.0,186.0,3.0,12
19540,14737KABE,ABE2001121622050305,0.07400000000000001,N,178.0,2.0,174.0,2.0,12
19541,14737KABE,ABE2001121622060306,0.07400000000000001,N,171.0,2.0,151.0,3.0,12
19542,14737KABE,ABE2001121622070307,0.07400000000000001,N,172.0,2.0,181.0,3.0,12
19549,14737KABE,ABE2001121622140314,0.078,N,204.0,3.0,198.0,3.0,12
19550,14737KABE,ABE2001121622150315,0.08,N,195.0,3.0,189.0,3.0,12
19551,14737KABE,ABE2001121622160316,0.08199999999999999,N,181.0,2.0,162.0,2.0,12
19552,14737KABE,ABE2001121622170317,0.08199999999999999,N,167.0,2.0,157.0,2.0,12
19553,14737KABE,ABE2001121622180318,0.083,N,159.0,2.0,150.0,2.0,12
19554,14737KABE,ABE2001121622190319,0.08,N,153.0,2.0,153.0,3.0,12
19555,14737KABE,ABE2001121622200320,0.078,N,157.0,3.0,164.0,4.0,12
19556,14737KABE,ABE2001121622210321,0.076,N,155.0,2.0,118.0,2.0,12
19557,14737KABE,ABE2001121622220322,0.076,N,126.0,2.0,103.0,3.0,12
19558,14737KABE,ABE2001121622230323,0.075,N,104.0,2.0,101.0,3.0,12
19559,14737KABE,ABE2001121622240324,0.07400000000000001,N,108.0,2.0,122.0,3.0,12
19560,14737KABE,ABE2001121622250325,0.075,N,119.0,2.0,133.0,3.0,12
19561,14737KABE,ABE2001121622260326,0.07400000000000001,N,127.0,3.0,113.0,3.0,12
19571,14737KABE,ABE2001121622360336,0.07400000000000001,N,106.0,4.0,108.0,4.0,12
19572,14737KABE,ABE2001121622370337,0.075,N,124.0,3.0,131.0,3.0,12
19573,14737KABE,ABE2001121622380338,0.075,N,122.0,3.0,118.0,3.0,12
19574,14737KABE,ABE2001121622390339,0.07400000000000001,N,127.0,3.0,151.0,3.0,12
19575,14737KABE,ABE2001121622400340,0.075,N,133.0,3.0,123.0,5.0,12
19576,14737KABE,ABE2001121622410341,0.073,N,123.0,4.0,118.0,4.0,12
19577,14737KABE,ABE2001121622420342,0.073,N,119.0,3.0,121.0,4.0,12
19579,14737KABE,ABE2001121622440344,0.073,N,109.0,3.0,102.0,3.0,12
19580,14737KABE,ABE2001121622450345,0.07400000000000001,N,107.0,3.0,103.0,4.0,12
19592,14737KABE,ABE2001121622570357,0.073,N,103.0,2.0,102.0,3.0,12
19593,14737KABE,ABE2001121622580358,0.07400000000000001,N,110.0,3.0,117.0,3.0,12
19594,14737KABE,ABE2001121622590359,0.07400000000000001,N,117.0,3.0,120.0,4.0,12
19595,14737KABE,ABE2001121623000400,0.073,N,114.0,4.0,108.0,4.0,12
19596,14737KABE,ABE2001121623010401,0.073,N,110.0,4.0,111.0,4.0,12
19597,14737KABE,ABE2001121623020402,0.073,N,112.0,4.0,114.0,4.0,12
19598,14737KABE,ABE2001121623030403,0.07200000000000001,N,109.0,4.0,113.0,5.0,12
19599,14737KABE,ABE2001121623040404,0.07200000000000001,N,113.0,3.0,116.0,3.0,12
19600,14737KABE,ABE2001121623050405,0.073,N,120.0,3.0,133.0,3.0,12
19601,14737KABE,ABE2001121623060406,0.073,N,114.0,3.0,114.0,3.0,12
19602,14737KABE,ABE2001121623070407,0.073,N,109.0,3.0,113.0,4.0,12
19603,14737KABE,ABE2001121623080408,0.07200000000000001,N,108.0,3.0,102.0,4.0,12
19604,14737KABE,ABE2001121623090409,0.07200000000000001,N,108.0,3.0,110.0,4.0,12
19605,14737KABE,ABE2001121623100410,0.073,N,104.0,4.0,100.0,4.0,12
19636,14737KABE,ABE2001121623410441,0.075,N,130.0,1.0,118.0,1.0,12
19637,14737KABE,ABE2001121623420442,0.075,N,126.0,1.0,100.0,2.0,12
19662,14737KABE,ABE2001121700070507,0.075,N,101.0,3.0,107.0,3.0,12
19663,14737KABE,ABE2001121700080508,0.075,N,107.0,3.0,109.0,4.0,12
19664,14737KABE,ABE2001121700090509,0.075,N,108.0,3.0,104.0,4.0,12
19665,14737KABE,ABE2001121700100510,0.075,N,110.0,3.0,122.0,4.0,12
19666,14737KABE,ABE2001121700110511,0.075,N,114.0,4.0,117.0,4.0,12
19667,14737KABE,ABE2001121700120512,0.075,N,116.0,4.0,114.0,4.0,12
19668,14737KABE,ABE2001121700130513,0.075,N,115.0,3.0,100.0,3.0,12
19669,14737KABE,ABE2001121700140514,0.076,N,111.0,3.0,108.0,4.0,12
19670,14737KABE,ABE2001121700150515,0.075,N,108.0,4.0,108.0,4.0,12
19671,14737KABE,ABE2001121700160516,0.07400000000000001,N,105.0,4.0,107.0,4.0,12
19672,14737KABE,ABE2001121700170517,0.075,N,106.0,4.0,108.0,4.0,12
19673,14737KABE,ABE2001121700180518,0.07400000000000001,N,113.0,3.0,109.0,4.0,12
19674,14737KABE,ABE2001121700190519,0.07400000000000001,N,116.0,3.0,107.0,3.0,12
19675,14737KABE,ABE2001121700200520,0.075,N,119.0,3.0,110.0,3.0,12
19676,14737KABE,ABE2001121700210521,0.073,N,122.0,3.0,115.0,3.0,12
19677,14737KABE,ABE2001121700220522,0.07200000000000001,N,122.0,3.0,120.0,3.0,12
19678,14737KABE,ABE2001121700230523,0.073,N,123.0,2.0,114.0,3.0,12
19679,14737KABE,ABE2001121700240524,0.073,N,119.0,2.0,102.0,2.0,12
19680,14737KABE,ABE2001121700250525,0.07400000000000001,N,111.0,2.0,108.0,3.0,12
19681,14737KABE,ABE2001121700260526,0.07400000000000001,N,107.0,2.0,108.0,3.0,12
19683,14737KABE,ABE2001121700280528,0.07400000000000001,N,102.0,3.0,101.0,3.0,12
19735,14737KABE,ABE2001121701200620,0.073,N,100.0,2.0,104.0,2.0,12
19736,14737KABE,ABE2001121701210621,0.073,N,101.0,2.0,112.0,2.0,12
19737,14737KABE,ABE2001121701220622,0.073,N,108.0,2.0,110.0,3.0,12
19738,14737KABE,ABE2001121701230623,0.071,N,115.0,3.0,123.0,3.0,12
19739,14737KABE,ABE2001121701240624,0.071,N,119.0,3.0,133.0,3.0,12
19740,14737KABE,ABE2001121701250625,0.07200000000000001,N,119.0,3.0,113.0,3.0,12
19741,14737KABE,ABE2001121701260626,0.07200000000000001,N,113.0,3.0,129.0,4.0,12
19742,14737KABE,ABE2001121701270627,0.071,N,110.0,4.0,111.0,5.0,12
19747,14737KABE,ABE2001121701320632,0.07200000000000001,N,104.0,4.0,108.0,5.0,12
19748,14737KABE,ABE2001121701330633,0.07200000000000001,N,105.0,4.0,103.0,4.0,12
19749,14737KABE,ABE2001121701340634,0.07200000000000001,N,101.0,3.0,106.0,4.0,12
19750,14737KABE,ABE2001121701350635,0.071,N,105.0,4.0,125.0,4.0,12
19751,14737KABE,ABE2001121701360636,0.071,N,108.0,4.0,105.0,5.0,12
19752,14737KABE,ABE2001121701370637,0.071,N,109.0,4.0,107.0,4.0,12
19753,14737KABE,ABE2001121701380638,0.071,N,110.0,3.0,106.0,4.0,12
19754,14737KABE,ABE2001121701390639,0.071,N,107.0,3.0,102.0,3.0,12
19755,14737KABE,ABE2001121701400640,0.07200000000000001,N,105.0,3.0,110.0,4.0,12
19756,14737KABE,ABE2001121701410641,0.071,N,105.0,4.0,114.0,5.0,12
19757,14737KABE,ABE2001121701420642,0.07200000000000001,N,105.0,4.0,107.0,5.0,12
19762,14737KABE,ABE2001121701470647,0.07200000000000001,N,106.0,3.0,114.0,4.0,12
19763,14737KABE,ABE2001121701480648,0.071,N,115.0,3.0,104.0,3.0,12
19808,14737KABE,ABE2001121702330733,0.069,N,103.0,4.0,113.0,5.0,12
19809,14737KABE,ABE2001121702340734,0.069,N,112.0,4.0,124.0,5.0,12
19810,14737KABE,ABE2001121702350735,0.068,N,113.0,4.0,123.0,5.0,12
19815,14737KABE,ABE2001121709311431,0.087,D,163.0,5.0,171.0,6.0,12
19816,14737KABE,ABE2001121709321432,0.086,D,169.0,5.0,173.0,6.0,12
19817,14737KABE,ABE2001121709331433,0.085,D,168.0,5.0,151.0,6.0,12
19818,14737KABE,ABE2001121709341434,0.086,D,170.0,5.0,181.0,7.0,12
19819,14737KABE,ABE2001121709351435,0.087,D,175.0,6.0,179.0,7.0,12
19820,14737KABE,ABE2001121709361436,0.087,D,178.0,6.0,192.0,6.0,12
19821,14737KABE,ABE2001121709371437,0.086,D,181.0,6.0,178.0,8.0,12
19822,14737KABE,ABE2001121709381438,0.085,D,175.0,7.0,159.0,8.0,12
19825,14737KABE,ABE2001121709411441,0.085,D,165.0,8.0,158.0,8.0,12
19826,14737KABE,ABE2001121709421442,0.08800000000000001,D,161.0,8.0,159.0,8.0,12
19827,14737KABE,ABE2001121709431443,0.08900000000000001,D,167.0,7.0,172.0,7.0,12
19828,14737KABE,ABE2001121709441444,0.08900000000000001,D,162.0,6.0,130.0,5.0,12
19829,14737KABE,ABE2001121709451445,0.09,D,143.0,4.0,134.0,4.0,12
19830,14737KABE,ABE2001121709461446,0.08900000000000001,D,142.0,5.0,150.0,7.0,12
19832,14737KABE,ABE2001121709481448,0.09,D,148.0,5.0,135.0,5.0,12
19833,14737KABE,ABE2001121709491449,0.09,D,143.0,6.0,150.0,9.0,12
19834,14737KABE,ABE2001121709501450,0.08800000000000001,D,147.0,8.0,129.0,9.0,12
19837,14737KABE,ABE2001121709531453,0.087,D,162.0,8.0,170.0,8.0,12
19838,14737KABE,ABE2001121709541454,0.08800000000000001,D,163.0,7.0,149.0,7.0,12
19839,14737KABE,ABE2001121709551455,0.08800000000000001,D,156.0,6.0,163.0,6.0,12
19840,14737KABE,ABE2001121709561456,0.087,D,165.0,6.0,181.0,8.0,12
19841,14737KABE,ABE2001121709571457,0.086,D,169.0,6.0,162.0,7.0,12
19842,14737KABE,ABE2001121709581458,0.086,D,162.0,6.0,153.0,7.0,12
19843,14737KABE,ABE2001121709591459,0.087,D,150.0,6.0,136.0,8.0,12
19844,14737KABE,ABE2001121710001500,0.08800000000000001,D,143.0,6.0,133.0,8.0,12
19845,14737KABE,ABE2001121710011501,0.08800000000000001,D,141.0,7.0,142.0,9.0,12
19849,14737KABE,ABE2001121710051505,0.086,D,176.0,6.0,179.0,7.0,12
19850,14737KABE,ABE2001121710061506,0.086,D,165.0,6.0,180.0,7.0,12
19851,14737KABE,ABE2001121710071507,0.087,D,154.0,5.0,149.0,6.0,12
19852,14737KABE,ABE2001121710081508,0.087,D,146.0,6.0,172.0,7.0,12
19853,14737KABE,ABE2001121710091509,0.086,D,154.0,6.0,153.0,7.0,12
19854,14737KABE,ABE2001121710101510,0.087,D,166.0,6.0,163.0,7.0,12
19855,14737KABE,ABE2001121710111511,0.087,D,173.0,7.0,183.0,8.0,12
19856,14737KABE,ABE2001121710121512,0.086,D,174.0,7.0,172.0,8.0,12
19857,14737KABE,ABE2001121710131513,0.085,D,170.0,7.0,168.0,9.0,12
19858,14737KABE,ABE2001121710141514,0.08900000000000001,D,170.0,7.0,165.0,9.0,12
19859,14737KABE,ABE2001121710151515,0.09,D,162.0,7.0,150.0,7.0,12
19860,14737KABE,ABE2001121710161516,0.08900000000000001,D,160.0,5.0,182.0,6.0,12
19861,14737KABE,ABE2001121710171517,0.08900000000000001,D,171.0,6.0,169.0,7.0,12
19862,14737KABE,ABE2001121710181518,0.092,D,172.0,6.0,170.0,6.0,12
19863,14737KABE,ABE2001121710191519,0.094,D,165.0,5.0,153.0,5.0,12
19864,14737KABE,ABE2001121710201520,0.09300000000000001,D,162.0,5.0,161.0,5.0,12
19865,14737KABE,ABE2001121710211521,0.092,D,162.0,5.0,159.0,6.0,12
19867,14737KABE,ABE2001121710231523,0.09,D,172.0,7.0,180.0,9.0,12
19868,14737KABE,ABE2001121710241524,0.087,D,167.0,8.0,152.0,9.0,12
19869,14737KABE,ABE2001121710251525,0.08800000000000001,D,161.0,8.0,170.0,8.0,12
19870,14737KABE,ABE2001121710261526,0.087,D,163.0,7.0,163.0,7.0,12
19871,14737KABE,ABE2001121710271527,0.087,D,162.0,7.0,158.0,8.0,12
19872,14737KABE,ABE2001121710281528,0.08800000000000001,D,154.0,7.0,156.0,8.0,12
19873,14737KABE,ABE2001121710291529,0.08900000000000001,D,155.0,7.0,169.0,8.0,12
19874,14737KABE,ABE2001121710301530,0.09,D,162.0,6.0,168.0,8.0,12
19875,14737KABE,ABE2001121710311531,0.092,D,164.0,6.0,170.0,6.0,12
19876,14737KABE,ABE2001121710321532,0.091,D,158.0,6.0,157.0,7.0,12
19877,14737KABE,ABE2001121710331533,0.094,D,156.0,7.0,163.0,7.0,12
19878,14737KABE,ABE2001121710341534,0.09699999999999999,D,158.0,6.0,153.0,7.0,12
19879,14737KABE,ABE2001121710351535,0.11,D,155.0,6.0,152.0,6.0,12
19880,14737KABE,ABE2001121710361536,0.11800000000000001,D,156.0,5.0,171.0,7.0,12
19883,14737KABE,ABE2001121710391539,0.128,D,159.0,8.0,152.0,8.0,12
19884,14737KABE,ABE2001121710401540,0.134,D,156.0,7.0,180.0,7.0,12
19885,14737KABE,ABE2001121710411541,0.142,D,164.0,6.0,170.0,7.0,12
19886,14737KABE,ABE2001121710421542,0.158,D,171.0,6.0,168.0,6.0,12
19887,14737KABE,ABE2001121710431543,0.16699999999999998,D,162.0,5.0,160.0,6.0,12
19888,14737KABE,ABE2001121710441544,0.161,D,158.0,6.0,169.0,7.0,12
19889,14737KABE,ABE2001121710451545,0.151,D,166.0,6.0,173.0,7.0,12
19890,14737KABE,ABE2001121710461546,0.184,D,170.0,6.0,171.0,6.0,12
19891,14737KABE,ABE2001121710471547,0.203,D,165.0,5.0,149.0,6.0,12
19892,14737KABE,ABE2001121710481548,0.209,D,158.0,6.0,157.0,7.0,12
19893,14737KABE,ABE2001121710491549,0.21,D,162.0,6.0,164.0,7.0,12
19894,14737KABE,ABE2001121710501550,0.203,D,169.0,7.0,165.0,9.0,12
19895,14737KABE,ABE2001121710511551,0.192,D,170.0,7.0,175.0,8.0,12
19896,14737KABE,ABE2001121710521552,0.187,D,168.0,7.0,163.0,8.0,12
19897,14737KABE,ABE2001121710531553,0.19699999999999998,D,165.0,7.0,159.0,8.0,12
19898,14737KABE,ABE2001121710541554,0.201,D,165.0,7.0,160.0,8.0,12
19899,14737KABE,ABE2001121710551555,0.192,D,170.0,7.0,166.0,9.0,12
19900,14737KABE,ABE2001121710561556,0.191,D,177.0,8.0,190.0,9.0,12
19901,14737KABE,ABE2001121710571557,0.16399999999999998,D,178.0,8.0,167.0,8.0,12
19902,14737KABE,ABE2001121710581558,0.17,D,181.0,7.0,188.0,8.0,12
19903,14737KABE,ABE2001121710591559,0.162,D,177.0,7.0,164.0,8.0,12
19907,14737KABE,ABE2001121711031603,0.166,D,163.0,7.0,157.0,8.0,12
19908,14737KABE,ABE2001121711041604,0.16899999999999998,D,164.0,7.0,168.0,8.0,12
19909,14737KABE,ABE2001121711051605,0.162,D,162.0,7.0,180.0,8.0,12
19910,14737KABE,ABE2001121711061606,0.158,D,157.0,7.0,158.0,9.0,12
19911,14737KABE,ABE2001121711071607,0.151,D,163.0,7.0,164.0,8.0,12
19912,14737KABE,ABE2001121711081608,0.158,D,164.0,7.0,161.0,8.0,12
19913,14737KABE,ABE2001121711091609,0.16399999999999998,D,162.0,7.0,163.0,8.0,12
19914,14737KABE,ABE2001121711101610,0.179,D,163.0,6.0,171.0,6.0,12
19915,14737KABE,ABE2001121711111611,0.172,D,165.0,6.0,164.0,7.0,12
19916,14737KABE,ABE2001121711121612,0.158,D,161.0,6.0,157.0,7.0,12
19917,14737KABE,ABE2001121711131613,0.171,D,163.0,6.0,177.0,7.0,12
19918,14737KABE,ABE2001121711141614,0.174,D,171.0,6.0,184.0,8.0,12
19919,14737KABE,ABE2001121711151615,0.17300000000000001,D,172.0,6.0,177.0,7.0,12
19920,14737KABE,ABE2001121711161616,0.16899999999999998,D,167.0,6.0,164.0,8.0,12
19921,14737KABE,ABE2001121711171617,0.162,D,162.0,6.0,152.0,6.0,12
19922,14737KABE,ABE2001121711181618,0.154,D,160.0,6.0,157.0,7.0,12
19923,14737KABE,ABE2001121711191619,0.139,D,159.0,6.0,151.0,8.0,12
19924,14737KABE,ABE2001121711201620,0.133,D,157.0,7.0,153.0,8.0,12
19925,14737KABE,ABE2001121711211621,0.135,D,155.0,6.0,153.0,6.0,12
19926,14737KABE,ABE2001121711221622,0.141,D,149.0,6.0,141.0,7.0,12
19927,14737KABE,ABE2001121711231623,0.138,D,143.0,6.0,140.0,6.0,12
19928,14737KABE,ABE2001121711241624,0.131,D,140.0,5.0,134.0,5.0,12
19929,14737KABE,ABE2001121711251625,0.129,D,144.0,5.0,161.0,5.0,12
19930,14737KABE,ABE2001121711261626,0.133,D,151.0,5.0,139.0,6.0,12
19931,14737KABE,ABE2001121711271627,0.136,D,142.0,5.0,138.0,6.0,12
19932,14737KABE,ABE2001121711281628,0.138,D,135.0,5.0,153.0,5.0,12
19933,14737KABE,ABE2001121711291629,0.138,D,134.0,4.0,126.0,8.0,12
19934,14737KABE,ABE2001121711301630,0.127,D,134.0,5.0,126.0,7.0,12
19936,14737KABE,ABE2001121711321632,0.11900000000000001,D,158.0,6.0,160.0,7.0,12
19937,14737KABE,ABE2001121711331633,0.121,D,151.0,5.0,147.0,5.0,12
19938,14737KABE,ABE2001121711341634,0.11699999999999999,D,147.0,5.0,156.0,5.0,12
19939,14737KABE,ABE2001121711351635,0.122,D,147.0,5.0,144.0,6.0,12
19940,14737KABE,ABE2001121711361636,0.131,D,136.0,5.0,124.0,6.0,12
19941,14737KABE,ABE2001121711371637,0.138,D,131.0,5.0,143.0,5.0,12
19942,14737KABE,ABE2001121711381638,0.14800000000000002,D,133.0,5.0,133.0,5.0,12
19943,14737KABE,ABE2001121711391639,0.168,D,131.0,5.0,142.0,5.0,12
19944,14737KABE,ABE2001121711401640,0.162,D,138.0,4.0,140.0,5.0,12
19945,14737KABE,ABE2001121711411641,0.147,D,140.0,4.0,124.0,5.0,12
19946,14737KABE,ABE2001121711421642,0.13699999999999998,D,138.0,4.0,129.0,5.0,12
19947,14737KABE,ABE2001121711431643,0.128,D,143.0,5.0,147.0,7.0,12
19948,14737KABE,ABE2001121711441644,0.124,D,135.0,5.0,126.0,5.0,12
19949,14737KABE,ABE2001121711451645,0.124,D,126.0,5.0,123.0,5.0,12
19950,14737KABE,ABE2001121711461646,0.133,D,140.0,5.0,155.0,8.0,12
19951,14737KABE,ABE2001121711471647,0.128,D,152.0,6.0,155.0,7.0,12
19952,14737KABE,ABE2001121711481648,0.12,D,143.0,6.0,127.0,6.0,12
19953,14737KABE,ABE2001121711491649,0.11900000000000001,D,138.0,6.0,151.0,7.0,12
19954,14737KABE,ABE2001121711501650,0.11599999999999999,D,140.0,5.0,135.0,5.0,12
19955,14737KABE,ABE2001121711511651,0.11699999999999999,D,138.0,5.0,133.0,6.0,12
19956,14737KABE,ABE2001121711521652,0.115,D,135.0,6.0,135.0,7.0,12
19957,14737KABE,ABE2001121711531653,0.115,D,134.0,6.0,141.0,6.0,12
19958,14737KABE,ABE2001121711541654,0.115,D,131.0,5.0,117.0,5.0,12
19959,14737KABE,ABE2001121711551655,0.113,D,127.0,5.0,127.0,6.0,12
19960,14737KABE,ABE2001121711561656,0.115,D,128.0,5.0,128.0,6.0,12
19961,14737KABE,ABE2001121711571657,0.115,D,124.0,6.0,127.0,7.0,12
19962,14737KABE,ABE2001121711581658,0.113,D,123.0,6.0,126.0,7.0,12
19963,14737KABE,ABE2001121711591659,0.114,D,123.0,6.0,120.0,7.0,12
19964,14737KABE,ABE2001121712001700,0.11599999999999999,D,128.0,6.0,141.0,7.0,12
19965,14737KABE,ABE2001121712011701,0.114,D,134.0,6.0,139.0,7.0,12
19966,14737KABE,ABE2001121712021702,0.113,D,131.0,6.0,140.0,6.0,12
19967,14737KABE,ABE2001121712031703,0.115,D,128.0,6.0,128.0,7.0,12
19968,14737KABE,ABE2001121712041704,0.114,D,126.0,5.0,120.0,6.0,12
19969,14737KABE,ABE2001121712051705,0.11199999999999999,D,125.0,5.0,127.0,6.0,12
19970,14737KABE,ABE2001121712061706,0.111,D,125.0,5.0,118.0,5.0,12
19971,14737KABE,ABE2001121712071707,0.115,D,127.0,5.0,133.0,7.0,12
19972,14737KABE,ABE2001121712081708,0.114,D,128.0,7.0,120.0,8.0,12
19973,14737KABE,ABE2001121712091709,0.11599999999999999,D,123.0,7.0,129.0,7.0,12
19974,14737KABE,ABE2001121712101710,0.115,D,124.0,6.0,138.0,6.0,12
19975,14737KABE,ABE2001121712111711,0.11699999999999999,D,128.0,5.0,122.0,6.0,12
19976,14737KABE,ABE2001121712121712,0.11599999999999999,D,127.0,5.0,122.0,6.0,12
19977,14737KABE,ABE2001121712131713,0.115,D,128.0,6.0,119.0,8.0,12
19978,14737KABE,ABE2001121712141714,0.113,D,134.0,7.0,133.0,7.0,12
19979,14737KABE,ABE2001121712151715,0.11,D,141.0,6.0,147.0,7.0,12
19980,14737KABE,ABE2001121712161716,0.11,D,145.0,6.0,143.0,6.0,12
19981,14737KABE,ABE2001121712171717,0.11,D,147.0,5.0,160.0,5.0,12
19982,14737KABE,ABE2001121712181718,0.11199999999999999,D,147.0,5.0,140.0,6.0,12
19984,14737KABE,ABE2001121712201720,0.11,D,157.0,7.0,161.0,8.0,12
19985,14737KABE,ABE2001121712211721,0.113,D,149.0,6.0,137.0,8.0,12
19986,14737KABE,ABE2001121712221722,0.11,D,145.0,6.0,146.0,7.0,12
19987,14737KABE,ABE2001121712231723,0.111,D,148.0,7.0,144.0,7.0,12
19988,14737KABE,ABE2001121712241724,0.111,D,156.0,6.0,145.0,7.0,12
19989,14737KABE,ABE2001121712251725,0.111,D,155.0,5.0,143.0,6.0,12
